Vrsta izbora;Naziv županije;Naziv grada/općine;Ime i prezime kandidata;Razlikovni podatak;Naziv predlagatelja
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;MURTER - KORNATI;ANTE TURČINOV;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;MURTER - KORNATI;TONI TURČINOV;;TONI TURČINOV - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;BILICE;JOSIP ĆALETA CAR;;JOSIP ĆALETA CAR - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;BILICE;IVE ĆALETA-CAR;;MOST, DP, LOZA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;BILICE;ANITA JAKŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TRIBUNJ;MARKO GRUBELIĆ;;MARKO GRUBELIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;ŠIBENSKO-KNINSKA ŽUPANIJA;TRIBUNJ;DAMIR PILIPAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ANDRIJAŠEVCI;JOSIP KRZNARIĆ;;JOSIP KRZNARIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ANDRIJAŠEVCI;ANTE RAJKOVIĆ;;HDZ, HSS, HSP AS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ANDRIJAŠEVCI;IVAN RAJKOVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BABINA GREDA;IVAN BABIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BABINA GREDA;JOSIP KRNIĆ;;SDP, HSU
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOGDANOVCI;MARKO BARUN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOGDANOVCI;MARIO PAVLOVIĆ;;MARIO PAVLOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOGDANOVCI;ANAMARIJA SAVIĆ BAJAC;;HKS, HSP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOROVO;ZORAN BAĆANOVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOROVO;NIKOLA LUKIĆ;;NIKOLA LUKIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOŠNJACI;ANDRIJA JUZBAŠIĆ;;DEMOKRATSKI HSS - DHSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOŠNJACI;IVICA MAJSTOROVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;BOŠNJACI;MARTIN PLAVŠIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;CERNA;GORAN BEGOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;CERNA;JOSIP ŠTOREK;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;DRENOVCI;IVAN MISIR;;IVAN MISIR - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;DRENOVCI;JOSIP NASUROVIĆ;;JOSIP NASUROVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;DRENOVCI;JAKŠA ŠESTIĆ;;HDZ, HKS, HSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;GRADIŠTE;SREĆKO PAPAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;GRADIŠTE;DAVOR STOJANOVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;GUNJA;ANTO GUTIĆ;;ANTO GUTIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;GUNJA;ANTONIO MARKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;RENATA BANOŽIĆ;;HDZ, HSLS, HSP, HSU
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;MARINA BUDIMIR;;MARINA BUDIMIR - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;VILIM ČULJAK;;VILIM ČULJAK - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ILOK;PERO ĆORIĆ;;DEMOKRATSKI SAVEZ NACIONALNE OBNOVE - DESNO
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;MARKO MILIČEVIĆ;;MARKO MILIČEVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;BRANKA RAIĆ-SUDAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;IVANKOVO;IVAN ZUBČIĆ;;IVAN ZUBČIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;ANDRIJA DRAGANIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;GORAN ILEKOVIĆ;;GORAN ILEKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;JARMINA;MARIO SMETIŠKO;;MARIO SMETIŠKO - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;LOVAS;TANJA CIRBA;;HDZ, DHSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;VEDRAN DOMAZET;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;HRVOJE DRINOVAC;;HRVOJE DRINOVAC - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;JOSO MATANČEVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;KATARINA POPOVIĆ;;KATARINA POPOVIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;ŽELJKO STANKOVIĆ;;ŽELJKO STANKOVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NUŠTAR;TOMISLAV VELIĆ;;HSP, DHSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;ILIJA ALEKSIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NIJEMCI;VJEKOSLAV BELAJEVIĆ;;VJEKOSLAV BELAJEVIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI JANKOVCI;DRAGAN SUDAREVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI MIKANOVCI;MARKO KRTIĆ;;HDZ, DHSS, HSU
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;STARI MIKANOVCI;MARIO MILINKOVIĆ;;SDP, HSS, HNS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOMPOJEVCI;MILAN GRUBAČ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOMPOJEVCI;KRISTINA KUJUNDŽIĆ;;KRISTINA KUJUNDŽIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOMPOJEVCI;ANTUN SITAŠ;;HRVATSKA KONZERVATIVNA STRANKA - HKS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOMPOJEVCI;ZDRAVKO ZVONARIĆ;;ZDRAVKO ZVONARIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TORDINCI;DAVOR ADŽIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TORDINCI;ŽELJKO MATANOVIĆ;;HNS, HSLS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TORDINCI;MIHAELA SILOVIĆ;;MIHAELA SILOVIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOVARNIK;JASMIN BUDINSKI;;JASMIN BUDINSKI - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOVARNIK;ANĐELKO DOBROČINAC;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TOVARNIK;RUŽA VESELČIĆ-ŠIJAKOVIĆ;;RUŽA VESELČIĆ-ŠIJAKOVIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TRPINJA;MILOŠ MIODRAGOVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;TRPINJA;MIROSLAV PALIĆ;;MIROSLAV PALIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VINKOVCI;IVAN BOSANČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VINKOVCI;GORAN KAJKIĆ;;MOST, HRVATSKI SUVERENISTI, ŽIVI ZID
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VINKOVCI;TIHOMIR POSAVČIĆ;;TIHOMIR POSAVČIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VINKOVCI;DAVOR RAIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VRBANJA;GORAN DUCIĆ;;GORAN DUCIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VRBANJA;VELIMIR REDL;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VUKOVAR;NENAD BUČKO;;HNS, HSS, ANU, HSLS
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VUKOVAR;DAMIR MADUNA;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VUKOVAR;NIKOLA MAŽAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VUKOVAR;IVAN PENAVA;;IP-NL, HKS
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VUKOVAR;ŽELJKO SABO;;ŽELJKO SABO - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŽUPANJA;MARIO GALOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŽUPANJA;DAMIR JUZBAŠIĆ;;DAMIR JUZBAŠIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŽUPANJA;DARKO LORGER;;DARKO LORGER - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŽUPANJA;DAVOR MILIČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;OTOK;SLAVKO GRGIĆ;;SLAVKO GRGIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;OTOK;JOSIP ŠARIĆ;;HDZ, HKS, HSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;PRIVLAKA;MARIJAN BLAŽEVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;PRIVLAKA;DARKO GALIĆ;;DARKO GALIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;PRIVLAKA;IVAN PEJAKOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;PRIVLAKA;ANTO STOJANOVIĆ;;HNS, ANU
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VOĐINCI;MARTIN KORDIĆ;;HKS, HSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;VOĐINCI;KREŠIMIR LUKETINA MILUNOVIĆ;;HDZ, HSP
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;MARKUŠICA;TIHOMIR KOLAREVIĆ;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;NEGOSLAVCI;DUŠAN JECKOV;;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŠTITAR;MARKO BIKIĆ;;MARKO BIKIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŠTITAR;STJEPAN GAŠPAROVIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKI NAČELNIK;VUKOVARSKO-SRIJEMSKA ŽUPANIJA;ŠTITAR;MARINA PRANJIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BAŠKA VODA;MATEJAS JOZIPOVIĆ;;NEZAVISNA LISTA MLADIH - NLM
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BAŠKA VODA;RAJKO JURIŠIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BAŠKA VODA;JOSKO ROŠČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BOL;KATARINA MARČIĆ;;KATARINA MARČIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BOL;TIHOMIR MARINKOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BOL;ANTE SELAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;CISTA PROVO;ZVONIMIR NEDILJKO ČONDIĆ-GALINIČIĆ;;MOST
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;CISTA PROVO;BOŽO ĆUBIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DICMO;IVAN BUROV;;HRVATSKA STRANKA PRAVA - HSP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DICMO;IVAN MARETIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DICMO;PETAR MARETIĆ;;NEZAVISNA LISTA MLADIH - NLM
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BRELA;JOSIP BEKAVAC;;HRVATSKA SELJAČKA STRANKA - HSS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BRELA;AUGUSTIN JAKIR;;AUGUSTIN JAKIR - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;BRELA;STIPE URSIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MUĆ;FILIP STUPALO;;FILIP STUPALO - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PROLOŽAC;IVAN BILIĆ;;IVAN BILIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PROLOŽAC;ANAMARIJA GRABOVAC;;DP, HSP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PROLOŽAC;TONI GRBAVAC-GARAC;;HSLS, MOST, HKS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;PROLOŽAC;MATE LASIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;TONČI BAUK;;TONČI BAUK - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;DINO ERCEGOVIĆ;;DOMOVINSKI POKRET - DP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;KARMEN LICITAR;;KARMEN LICITAR - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;FRANE MARČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;BERNARDIN PETRIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;ROMEO TOMAŠ;;ROMEO TOMAŠ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;TONĆI TRGO;;TONĆI TRGO - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;DOMAGOJ VUKOVIĆ;;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;TOMISLAV ZEMUNIK;;TOMISLAV ZEMUNIK - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;DUGI RAT;ŽIVKO ŽILIĆ;;ŽIVKO ŽILIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;GRADAC;MATKO BURIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;GRADAC;ŽELJKO PEĆAR;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HRVACE;DINKO BOŠNJAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HRVACE;ŽELJKO DOMAZET;;DP, HSP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;PJERINO BEBIĆ;;PJERINO BEBIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;ŠIMUN MARKO FIO;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;TEO JELIČIĆ;;HRVATSKA SELJAČKA STRANKA - HSS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;JURICA MILIČIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;RIKARDO NOVAK;;RIKARDO NOVAK - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;JOŠKO ROSSO;;JOŠKO ROSSO - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;HVAR;TONI ROSSO;;TONI ROSSO - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;IMOTSKI;IVAN BUDALIĆ;;HDZ, HSS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;IMOTSKI;MARIO KUJUNDŽIĆ;;MARIO KUJUNDŽIĆ - KANDIDAT GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;IMOTSKI;TIHOMIR LELAS;;HRVATSKA STRANKA PRAVA - HSP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;IMOTSKI;BRUNO REBIĆ;;BRUNO REBIĆ - KANDIDAT GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;JELSA;NIKŠA PERONJA;;SDP, HSS
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;JELSA;PAULO POTOČNJAK;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KAŠTELA;DENIS IVANOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KAŠTELA;DRAŠKO KULIŠ;;DP, HSP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KAŠTELA;NIKŠA TRANFIĆ;;MOST
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KLIS;JAKOV VETMA;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KOMIŽA;MARI GREGET;;MARI GREGET - KANDIDATKINJA GRUPE BIRAČA
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KOMIŽA;TONKA IVČEVIĆ;;SDP, HNS
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;KOMIŽA;TONČI VUKASOVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;LOVREĆ;ANITA NOSIĆ;;ANITA NOSIĆ - KANDIDATKINJA GRUPE BIRAČA
OPĆINSKI NAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;LOVREĆ;PETAR PETRIČEVIĆ;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MAKARSKA;JURE BRKAN;;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MAKARSKA;IVANA MIOČEVIĆ FRANIĆ;;NEZAVISNA LISTA OSEJAVA - NLO
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MAKARSKA;ZORAN PAUNOVIĆ;;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
GRADONAČELNIK;SPLITSKO-DALMATINSKA ŽUPANIJA;MAKARSKA;MARKO PRIBISALIĆ;;NEZAVISNA LISTA MLADIH - NLM
